LatMin,LonMin,LatMax,LonMax,class
32.72801,121.8526,32.73143,121.8564,WIND
32.72909,121.8573,32.73287,121.8611,WIND
32.73053,121.8618,32.73448,121.865,WIND
32.73161,121.8657,32.7352,121.8697,WIND
32.73287,121.8704,32.73664,121.8738,WIND
32.7343,121.8745,32.73844,121.8783,WIND
32.73538,121.8792,32.73951,121.8826,WIND
32.73682,121.8835,32.74113,121.8869,WIND
32.73772,121.8878,32.74185,121.8916,WIND
32.73969,121.8929,32.74293,121.8961,WIND
32.74131,121.8982,32.74562,121.9018,WIND
32.74293,121.9031,32.74706,121.9074,WIND
32.7449,121.9088,32.74832,121.913,WIND
32.7458,121.9151,32.74957,121.9187,WIND
32.74814,121.9198,32.75173,121.9241,WIND
32.74921,121.9259,32.75299,121.9295,WIND
32.75083,121.9308,32.75478,121.9349,WIND
32.75227,121.9365,32.75622,121.9412,WIND
32.75424,121.9419,32.75766,121.9468,WIND
32.75586,121.9475,32.75964,121.9521,WIND
32.75802,121.9534,32.76143,121.9574,WIND
32.7591,121.9592,32.76287,121.9633,WIND
32.76035,121.964,32.76449,121.9694,WIND
32.84228,121.4419,32.84569,121.4457,WIND
32.84228,121.4477,32.84551,121.4511,WIND
32.84246,121.453,32.84551,121.4572,WIND
32.84246,121.4588,32.84551,121.4629,WIND
32.84264,121.4649,32.84551,121.469,WIND
32.84264,121.4706,32.84569,121.4748,WIND
32.84246,121.4764,32.84587,121.4805,WIND
32.84246,121.4823,32.84551,121.4865,WIND
32.8421,121.4884,32.84515,121.4926,WIND
32.84246,121.4944,32.84551,121.4987,WIND
32.84192,121.5001,32.84551,121.5044,WIND
32.84228,121.506,32.84551,121.51,WIND
32.8421,121.5123,32.84551,121.5159,WIND
32.84228,121.5179,32.84569,121.522,WIND
32.84246,121.5238,32.84551,121.5276,WIND
32.84228,121.5294,32.84569,121.533,WIND
32.83078,121.4417,32.83384,121.4455,WIND
32.83078,121.4478,32.83384,121.4521,WIND
32.83096,121.4543,32.8342,121.4584,WIND
32.8306,121.4606,32.83384,121.4653,WIND
32.83078,121.4678,32.83384,121.4719,WIND
32.83078,121.4744,32.8342,121.4787,WIND
32.83078,121.4811,32.83384,121.4848,WIND
32.8306,121.4874,32.83402,121.492,WIND
32.83042,121.4944,32.83384,121.4987,WIND
