Date,Time,MMSI,Lon,Lat,COG,SOG,VesselName,VesselType,DimA,DimB,DimC,DimD
2023-12-09,09:23:42,440121510.0,129.06913666666668,35.11064833333333,161.4,0.0,NO.7SSANGYONG       ,Cargo,0.0,0.0,0.0,0.0
2023-12-09,09:23:41,440121640.0,128.97334166666667,35.0559,30.1,0.0,GLOBAL STAR,Unknown,25.0,15.0,5.0,3.0
2023-12-09,09:23:42,440123370.0,129.5648800321621,35.07734003644517,43.7,0.56584,SU WON HO,Unknown,17.0,10.0,3.0,3.0
2023-12-09,09:23:42,440123810.0,129.04557149249274,35.09948175879644,201.2,0.05144,SUSTAINABLE EARTH   ,Cargo,8.0,25.0,2.0,3.0
2023-12-09,09:23:41,440123830.0,129.17849447575102,35.00908842211759,280.5,0.82304,SUSTAINABLE EARTH   ,Cargo,10.0,5.0,2.0,2.0
2023-12-09,09:23:42,440124150.0,129.03016166666666,35.08663333333333,220.3,0.0,KMTC PUSAN,Cargo,30.0,5.0,7.0,8.0
2023-12-09,09:23:44,440124440.0,129.2653880932093,35.2123507385776,210.5,2.00616,WONJUHO,Fishing,10.0,20.0,4.0,5.0
2023-12-09,09:23:42,440124540.0,129.52875326850682,35.063979713310154,43.400000000000006,0.82304,-,-,13.0,12.0,3.0,3.0
2023-12-09,09:23:42,440127370.0,129.0353583333333,35.09287833333333,155.3,0.0,-,-,118.0,23.0,14.0,9.0
2023-12-09,09:23:42,440127670.0,129.06885505489498,35.11025455555269,230.8,0.05144,NO.11 SEYANG,Tanker,0.0,0.0,0.0,0.0
2023-12-09,09:23:42,440130070.0,129.22134349425647,35.09717080093542,2.0,0.66872,-,-,0.0,0.0,0.0,0.0
2023-12-09,09:23:36,440132930.0,128.81323599936783,34.65944398254402,234.0,4.989679999999999,ODAEYANG 1HO,Unknown,68.0,19.0,7.0,7.0
2023-12-09,09:23:42,440134620.0,129.05131388107958,35.109134445114506,215.8,4.732479999999999,HYUNJUNG,Unknown,0.0,0.0,0.0,0.0
2023-12-09,09:23:38,440134720.0,129.07640867274174,34.846996229345336,62.3,6.018479999999999,NEW YAKJIN HO,TugTow,50.0,33.0,7.0,7.0
2023-12-09,09:23:42,440134750.0,129.0508189029915,35.1192127126971,240.8,0.05144,DONGJIN ACE,Tanker,68.0,11.0,8.0,7.0
2023-12-09,09:23:42,440135870.0,129.05262666666667,35.125455,186.0,0.0,TSARITSA,Fishing,10.0,22.0,4.0,3.0
2023-12-09,09:23:42,440137230.0,129.05513666666667,35.1233,194.0,0.0,KEUMHYANG,Unknown,12.0,13.0,3.0,5.0
2023-12-09,09:23:42,440139260.0,129.069065,35.11064833333333,119.8,0.0,-,-,10.0,5.0,2.0,2.0
2023-12-09,09:23:42,440148520.0,129.0686683333333,35.11008833333333,231.8,0.0,KANG NAM 101,TugTow,15.0,20.0,6.0,4.0
2023-12-09,09:23:42,440149350.0,129.09406,35.10176166666667,359.5,0.0,BO_JANG_3,Tanker,36.0,10.0,3.0,9.0
2023-12-09,09:23:40,440149730.0,129.0242651695569,34.98037038635804,250.1,2.16048,YONG SEONG,Fishing,0.0,0.0,0.0,0.0
2023-12-09,09:23:42,440151610.0,129.06846743821913,35.11009275181047,224.1,0.05144,HAMAYUU,Passenger,10.0,19.0,3.0,5.0
2023-12-09,09:23:42,440152850.0,128.99953333333335,35.082283333333336,193.6,0.0,-,-,0.0,0.0,0.0,0.0
2023-12-09,09:23:41,440153770.0,128.96258155981616,34.99222170352525,243.3,4.01232,-,-,45.0,15.0,5.0,5.0
2023-12-09,09:23:41,440153850.0,128.84045321804942,34.98482353451192,270.2,4.6296,ZENITH ORION,Cargo,10.0,19.0,5.0,4.0
2023-12-09,09:23:40,440154360.0,128.9552478202063,34.93462364275825,268.40000000000003,4.47528,CHIPOLBROK SUN,Cargo,20.0,10.0,2.0,2.0
2023-12-09,09:23:42,440154430.0,129.0777928250285,35.09199381431577,215.9,0.05144,KCG BANGJE18,Unknown,66.0,16.0,8.0,7.0
2023-12-09,09:23:42,440154950.0,129.05089053091254,35.12150354593901,254.0,0.05144,ATWOOD ADMIRAL,Unknown,5.0,10.0,5.0,3.0
2023-12-09,09:23:41,440155350.0,129.04145190786568,35.04843984037688,271.1,0.10288,-,-,43.0,18.0,6.0,4.0
2023-12-09,09:23:42,440155380.0,129.05306666666667,35.123538333333336,227.9,0.0,@@@@@@@@@@@@@@@@@@@@,Unknown,30.0,10.0,4.0,5.0
2023-12-09,09:23:42,440156960.0,129.08611968012028,35.097604451740644,120.0,4.989679999999999,PORD,Unknown,0.0,0.0,0.0,0.0
